user_id,group,A_obs,Y_obs,Y0_true,Y1_true,S0_true,S1_true,delta_true,delta_step_true,p,q,tau_p,tau_q,p_treated,q_treated,x1,x2,x3,x4,x5,pre_1,pre_2,pre_3,pre_4,pre_5,pre_6,pre_7,pre_8,pre_9,pre_10,pre_11,pre_12,pre_13,pre_14,pre_15,pre_16,pre_17,pre_18,pre_19,pre_20,pre_21,pre_22,pre_23,pre_24,pre_25,pre_26,pre_27,pre_28,pre_29,pre_30,post0_1,post1_1,post0_2,post1_2,post0_3,post1_3,post0_4,post1_4,post0_5,post1_5,post0_6,post1_6,post0_7,post1_7,post0_8,post1_8,post0_9,post1_9,post0_10,post1_10,post0_11,post1_11,post0_12,post1_12,post0_13,post1_13,post0_14,post1_14,post0_15,post1_15,post0_16,post1_16,post0_17,post1_17,post0_18,post1_18,post0_19,post1_19,post0_20,post1_20,post0_21,post1_21,post0_22,post1_22,post0_23,post1_23,post0_24,post1_24,post0_25,post1_25,post0_26,post1_26,post0_27,post1_27,post0_28,post1_28,post0_29,post1_29,post0_30,post1_30
3355,A,0,0.8333333333333334,0.8333333333333334,1.0,1,1,0.16666666666666663,0,0.9574705516196472,0.40452385488125564,0.24729758728312848,0.12576557951365797,0.9679879815925908,0.35364867784501564,2.2183284347698473,1.1275293428717001,2.1382365117749007,-0.06119892705183975,-1.6614592002832689,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
888,A,1,0.5333333333333333,0.5,0.5333333333333333,0,0,0.033333333333333326,0,0.47066237317807486,0.6020593652544705,0.13678489702731644,0.06999282668866051,0.5430677659555959,0.5599195284459294,-0.18428581725262724,0.18194442850993936,-1.0819224486476589,-1.3539942359944126,0.5197244960339101,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0
8564,A,1,0.16666666666666666,0.23333333333333334,0.16666666666666666,0,0,-0.06666666666666668,0,0.3065892709455428,0.886209400854721,0.18744112295314108,0.07164402580333874,0.4365629566672665,0.822717791672724,-1.585369069699904,1.0375467783775505,-0.043233584873109875,-0.019917613774378604,-0.0026949428087797043,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
529,A,1,0.3,0.4,0.3,0,0,-0.10000000000000003,0,0.459041759585492,0.6154607440871065,0.07142418738946675,0.1476609227332696,0.497679262318734,0.5245812427090997,-1.1305664567563476,-1.7227831214543385,-0.3444671770748164,1.4486218845639236,-0.038604095876893015,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
7081,B,1,0.8333333333333334,0.5666666666666667,0.8333333333333334,0,1,0.2666666666666667,1,0.8320021300504373,0.4784504958507602,0.07812034542674198,0.652506983748915,0.845126181681854,0.1662582059300079,0.853746810342928,-0.27270244504476393,0.6974074437715432,0.38488547352497676,0.26009602752576605,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0
9305,A,0,0.7333333333333333,0.7333333333333333,0.7666666666666667,1,1,0.03333333333333344,0,0.7699190766314172,0.5469927124684842,0.023347771833324565,0.11428678684455412,0.7752909535334276,0.4844786729330741,-0.4130985448013591,-1.4939680787259793,1.140118332253322,-0.2637495576423936,-0.08642635427854982,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
5772,A,1,0.5666666666666667,0.6666666666666666,0.5666666666666667,1,0,-0.09999999999999998,-1,0.7790833574218212,0.7641167767733797,0.07909272430813559,0.3216636621704992,0.7965562565283361,0.5183281760305366,0.3309799583403555,0.048440323058994234,-0.2722843064188974,0.08922417110361472,1.5689460941739017,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1
9488,B,1,0.5333333333333333,0.26666666666666666,0.5333333333333333,0,0,0.26666666666666666,0,0.4766655804940773,0.7795428803927573,0.14421927365919876,0.294196304659077,0.5521404903560799,0.5502042456579153,0.6124828418030751,0.8268949016908166,0.7168648941506619,-0.1371681247346364,-1.088978130396528,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0
3362,A,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,1,0.0,0,0.5888388113054466,0.21913268575054895,0.12544480969406188,0.3816748214164898,0.640416848374819,0.1354952570501924,0.21290166362990579,-0.505491138155891,-1.8961962578243126,1.1402006107627027,-0.5654478274346068,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1
7042,A,0,0.7333333333333333,0.7333333333333333,0.8666666666666667,1,1,0.13333333333333341,0,0.8121346335926224,0.2954959781015972,0.024060178505281794,0.25860200071775263,0.816654707843344,0.21908012696047496,0.5866542083469632,-2.084344333499291,0.19764582716405177,1.2158036089969082,0.1115879062423045,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1
1490,A,1,0.9333333333333333,0.8,0.9333333333333333,1,1,0.1333333333333333,0,0.7994183598835275,0.4892056699650964,0.038774544748078454,0.17369205694369905,0.8071958216638666,0.40423453088033845,-0.3131326443167842,-1.1320056227462443,1.2509651170851321,1.0386046095271007,-1.987376500973498,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1734,B,1,0.7333333333333333,0.6666666666666666,0.7333333333333333,1,1,0.06666666666666665,0,0.6981346025321356,0.4916683396532683,0.29599838183619476,0.22460767728812026,0.7874862717149632,0.3812358558876411,0.7561578437530152,-0.710540801020925,-0.7900677508179633,-0.02564933106056511,-0.36061612679384936,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
9267,B,0,0.3333333333333333,0.3333333333333333,0.6,0,0,0.26666666666666666,0,0.5258019053532645,0.7396319331248191,0.43677765561539716,0.05125205421401068,0.7329210374303539,0.7017242771898924,0.2766733585531977,0.6431997912804683,0.10700172792093364,-2.762845881615743,-0.1766011614729122,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1
4362,B,1,0.4666666666666667,0.5,0.4666666666666667,0,0,-0.033333333333333326,0,0.63448148504775,0.5454600604468941,0.1322824964244457,0.16392166740285927,0.6828331866949897,0.4560473378367748,0.549534350628782,-0.46611276589368184,0.0682161214440391,-0.6849644184819287,-0.5469140164585738,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0
2048,A,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0.0,0,0.29264852700387634,0.820226486850881,0.317600987648451,0.2949841628652281,0.5173040534420319,0.5782726632672868,-1.0685445969116398,0.7530301599246617,-1.2777424256543939,-0.11815448824430838,2.681072127379903,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
5967,A,0,0.36666666666666664,0.36666666666666664,0.5333333333333333,0,0,0.16666666666666669,0,0.4931064863472775,0.7047921539579827,0.055063598862984856,0.08315283104827184,0.5210178674492999,0.6461866910557669,-1.286540736361053,-0.3194736871107351,0.49466708422755545,0.039562187969460906,0.3789733001889072,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1
2832,A,0,0.6333333333333333,0.6333333333333333,0.5666666666666667,1,0,-0.06666666666666665,-1,0.4763203657884848,0.5371609969808793,0.2978994291273349,0.07902235189282679,0.6323242298657068,0.4947132716543545,0.7280203544554797,1.518798209900966,-1.8939835811634371,-1.3253815025727678,-0.11955057756687384,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1
5481,A,0,0.6,0.6,0.43333333333333335,0,0,-0.16666666666666663,0,0.5444392786838892,0.687083110515926,0.27085385234351605,0.047505233758602834,0.6678296550287487,0.654443066739279,-0.4884401478855429,1.3523937716415633,-0.5990123736143501,-1.427767294515647,-1.667088650245755,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0
6553,A,0,0.7333333333333333,0.7333333333333333,0.8,1,1,0.06666666666666676,0,0.8611580585694607,0.41305150536332125,0.17545749203840427,0.09670202989233216,0.8855189174026061,0.3731085863446046,0.9601173974175274,-0.6247352361029829,-0.4237288361329633,-0.6751801742707663,0.027164542666693485,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
5269,A,1,0.6333333333333333,0.5,0.6333333333333333,0,1,0.1333333333333333,1,0.5660869356346143,0.7178691084356136,0.10336341948609266,0.47562951212222987,0.6109376737271096,0.3764293746227626,-1.2719571068735451,-0.41327861179083103,0.6902451506944685,1.5068426113852955,-0.9624115536198082,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0
828,B,1,0.5333333333333333,0.36666666666666664,0.5333333333333333,0,0,0.16666666666666669,0,0.7084288330461559,0.7363433469069224,0.25920204201975994,0.21417425341869983,0.7840046749146766,0.5786375603233055,0.10586015317114122,0.5424127411908184,0.9878938809484459,0.05495844967245965,2.5910621679123693,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0
6464,A,1,0.9333333333333333,1.0,0.9333333333333333,1,1,-0.06666666666666665,0,0.9699223819785389,0.05178535454688262,0.07959992359273749,0.167707366086166,0.9723165580748987,0.043100569133986674,2.6669543969115685,-1.586650192938993,-1.3352909807434636,-0.05430269917618582,1.9745653034087691,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3801,A,1,0.7,0.6333333333333333,0.7,1,1,0.06666666666666665,0,0.7705183461403692,0.3013229587598277,0.11204695602430823,0.10476088422532533,0.7962310669187648,0.2697560991627569,0.7546066219590807,-0.2867519125138717,0.3030465638821109,-0.8486211164145038,-0.02299597610505746,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
