user_id,group,action,day_1,day_2,day_3,day_4,day_5,day_6,day_7,day_8,day_9,day_10,day_11,day_12,day_13,day_14,day_15,day_16,day_17,day_18,day_19,day_20,day_21,day_22,day_23,day_24,day_25,day_26,day_27,day_28,day_29,day_30,p01_0,p11_0,tau01,tau11,p01_1,p11_1
55,disengaged_nonresponsive,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.01,0.2442074458603302,0.0313333020669818,0.0214178556056764,0.0413333020669818,0.2656253014660067
56,highly_compliant,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0.7519283749360992,0.8419936027144114,0.0117304650671937,0.0207195373960657,0.763658840003293,0.8627131401104772
57,highly_compliant,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0.7556259864144955,0.9051966770625184,0.0309093410429945,0.0,0.78653532745749,0.9051966770625184
58,incentive_dependent,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.2385679723055958,0.3649996729476719,0.3203897514354659,0.2073445311023797,0.5589577237410617,0.5723442040500517
59,forgetful_responsive,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0.33703979848117,0.7542208679701552,0.2512218223666124,0.0736884952447624,0.5882616208477824,0.8279093632149176
60,habit_forming_candidate,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1785016892208897,0.8998852306933087,0.1067148096093611,0.0176074731357641,0.2852164988302508,0.9174927038290728
61,habit_forming_candidate,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0.2339918223863887,0.8912317295959228,0.0810843925210173,0.0117942888361414,0.3150762149074061,0.9030260184320642
62,habit_forming_candidate,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0.1845264741872415,0.8143632157518036,0.1107826121310897,0.0406195788650359,0.2953090863183312,0.8549827946168396
63,habit_forming_candidate,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2533607022857135,0.7857638293942366,0.0918074706464046,0.0573709168707911,0.3451681729321181,0.8431347462650278
64,habit_forming_candidate,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.1891158741617688,0.8381531235716339,0.0654671687111344,0.0009148645873997,0.2545830428729033,0.8390679881590336
65,forgetful_responsive,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3836729649585017,0.8255352424088299,0.2295217263236225,0.1274029909434959,0.6131946912821242,0.952938233352326
66,highly_compliant,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7479373123575711,0.9556514885790518,0.0117934558611051,0.0443485114209482,0.7597307682186764,0.99
67,forgetful_responsive,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3663071397710147,0.8752580423487661,0.2956659619506327,0.1141017108873234,0.6619731017216475,0.9893597532360896
68,habit_forming_candidate,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0.1924165623989337,0.8056733254681226,0.115892796026191,0.0,0.3083093584251248,0.8056733254681226
69,highly_compliant,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6679810274285177,0.99,0.0365801318855971,0.0,0.7045611593141149,0.99
70,disengaged_nonresponsive,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0.0645373378078014,0.2420650356408629,0.0295860306001829,0.0,0.0941233684079844,0.2420650356408629
71,incentive_dependent,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0.2447868401572939,0.3107871409505058,0.3889314038027029,0.1884699057277189,0.6337182439599969,0.4992570466782248
72,forgetful_responsive,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0.2588679015711863,0.6930907527949731,0.2567236041700901,0.1312203000116359,0.5155915057412764,0.8243110528066091
73,forgetful_responsive,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.3344312722535763,0.8360236356797709,0.1894168019010899,0.0479730668667926,0.5238480741546663,0.8839967025465636
74,incentive_dependent,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0.1879875325217991,0.2933187033061133,0.3849348515494113,0.1954087163554184,0.5729223840712105,0.4887274196615318
75,forgetful_responsive,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0.3373252635689585,0.687796668885965,0.2484294509344686,0.0692209757485473,0.5857547145034271,0.7570176446345124
76,highly_compliant,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7982404648732397,0.9694220187448775,0.0,0.0,0.7982404648732397,0.9694220187448775
77,intermittent_unstable,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0.4391031737602053,0.5466235668809997,0.1482906797321699,0.0682923233915856,0.5873938534923753,0.6149158902725853
78,forgetful_responsive,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.2967955037583896,0.7888428567611344,0.2735508842207677,0.1084152180433463,0.5703463879791573,0.8972580748044807
79,highly_compliant,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.792339490399816,0.99,0.0220388082754261,0.01,0.8143782986752421,0.99
80,habit_forming_candidate,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0.210304227860955,0.8065077381248712,0.0897311108608295,0.0724731188146805,0.3000353387217846,0.8789808569395517
81,intermittent_unstable,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.3485342116287307,0.545724539903188,0.1678738770265141,0.1183857976642794,0.5164080886552448,0.6641103375674675
82,highly_compliant,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.685549091869984,0.99,0.0130383065096217,0.0,0.6985873983796057,0.99
83,forgetful_responsive,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0.3824832911487685,0.7803328179970801,0.289226232828561,0.0791892780654981,0.6717095239773295,0.8595220960625782
84,highly_compliant,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7669851789463861,0.99,0.0213241724130423,0.0,0.7883093513594285,0.99
85,disengaged_nonresponsive,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0256980524322879,0.2146677544867232,0.0031289338135156,0.0,0.0288269862458035,0.2146677544867232
86,incentive_dependent,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0.2087757105134041,0.3656797365734421,0.4209875271761642,0.1584368239169467,0.6297632376895683,0.5241165604903888
87,incentive_dependent,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0.1992632166025638,0.3486681113089581,0.4003009568416046,0.2133906095537115,0.5995641734441683,0.5620587208626696
88,habit_forming_candidate,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.2030173891001537,0.8486307534027604,0.0646966283126492,0.0976154423030947,0.267714017412803,0.9462461957058552
89,highly_compliant,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6597567251537167,0.9134323699132022,0.0970496562072022,0.035698732170216,0.7568063813609189,0.9491311020834184
90,forgetful_responsive,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.35058357965277,0.8126002633082313,0.186932746217069,0.0243696636468369,0.537516325869839,0.8369699269550683
91,incentive_dependent,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0.1675776291376482,0.3234147973203174,0.3982257284591087,0.2189760101115637,0.565803357596757,0.5423908074318812
92,habit_forming_candidate,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0.2753133391641112,0.8445035088679084,0.1221259260470628,0.0,0.3974392652111741,0.8445035088679084
93,habit_forming_candidate,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.2564252400617284,0.8558957705658399,0.1063714155981172,0.0,0.3627966556598456,0.8558957705658399
94,intermittent_unstable,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0.4523374043973236,0.5687984277870726,0.1682501400134706,0.0279660972652467,0.6205875444107942,0.5967645250523194
95,highly_compliant,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.753063563644149,0.8639869590090831,0.0465558773125296,0.0,0.7996194409566786,0.8639869590090831
96,forgetful_responsive,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0.3625524100290828,0.7707500257662742,0.2896266985421788,0.045130404092639,0.6521791085712616,0.8158804298589132
97,habit_forming_candidate,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0.1365649279725485,0.8760380012640697,0.1039956684266488,0.0306984388463893,0.2405605963991973,0.9067364401104592
98,habit_forming_candidate,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0.174989351704672,0.8835024429233933,0.1023769339297332,0.0727584869032969,0.2773662856344053,0.9562609298266902
99,disengaged_nonresponsive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.01,0.362046227800992,0.0208029620415416,0.0256673860267915,0.0308029620415416,0.3877136138277835
100,incentive_dependent,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0.2406020710725541,0.422436741869925,0.3932413275832323,0.1454404792314939,0.6338433986557865,0.5678772211014189
101,intermittent_unstable,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0.4385130490868139,0.5250279997381545,0.1375326793519798,0.0756051034118118,0.5760457284387939,0.6006331031499663
102,highly_compliant,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6829951769744166,0.9098657028596354,0.050870456079868,0.0897209837826124,0.7338656330542846,0.99
103,incentive_dependent,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0.1995565251678702,0.2883991311200679,0.3554584683084508,0.1775816123980892,0.5550149934763211,0.4659807435181572
104,forgetful_responsive,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0.3907655205543591,0.7964759033757537,0.2306630407022028,0.1329229725129755,0.621428561256562,0.9293988758887292
105,forgetful_responsive,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.2635723316036864,0.8289559467675109,0.2776640426109271,0.0524568142886789,0.5412363742146136,0.8814127610561899
106,forgetful_responsive,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0.3453842440323575,0.7467783781462578,0.2632207279723869,0.048659427972539,0.6086049720047445,0.7954378061187969
107,incentive_dependent,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0.2301319806790977,0.4158272543032689,0.3842441720806462,0.1747061302868809,0.614376152759744,0.5905333845901498
108,highly_compliant,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7296603958212631,0.9398504417259956,0.0411916507160156,0.0231350181451302,0.7708520465372787,0.9629854598711258
109,incentive_dependent,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0.1372302608130928,0.3027393716961636,0.3761324887798061,0.1968752443915362,0.513362749592899,0.4996146160876998
110,habit_forming_candidate,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0.2305815511241536,0.8000683651017092,0.0743032266736343,0.0278857403677163,0.304884777797788,0.8279541054694256
