user_id,group,action,day_1,day_2,day_3,day_4,day_5,day_6,day_7,day_8,day_9,day_10,day_11,day_12,day_13,day_14,day_15,day_16,day_17,day_18,day_19,day_20,day_21,day_22,day_23,day_24,day_25,day_26,day_27,day_28,day_29,day_30,p01_0,p11_0,tau01,tau11,p01_1,p11_1
28,habit_forming_candidate,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.12518818074897575,0.7445802210050309,0.13579121291023713,0.06924193828188636,0.26097939365921285,0.8138221592869173
29,forgetful_responsive,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0.4361211881142275,0.8605832053282518,0.21597265924919398,0.049343129240254024,0.6520938473634215,0.9099263345685058
30,disengaged_nonresponsive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.2332319733048009,0.056580150933440425,0.046529385539203334,0.06658015093344043,0.2797613588440042
31,highly_compliant,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7010820543638984,0.99,0.06910442535677397,0.010000000000000009,0.7701864797206723,0.99
32,intermittent_unstable,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0.38767778330433317,0.4062104792841458,0.1471234795855898,0.11439874750976774,0.534801262889923,0.5206092267939135
33,intermittent_unstable,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.35195094076888844,0.45629481371907615,0.14341304672897134,0.0928253122050473,0.4953639874978598,0.5491201259241234
34,habit_forming_candidate,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0.24992511072243256,0.840609874746748,0.09506601096568786,0.011211880681656594,0.3449911216881204,0.8518217554284045
35,intermittent_unstable,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.43076921530869494,0.4845519516597136,0.10865248427214391,0.07280925181684667,0.5394216995808389,0.5573612034765603
36,forgetful_responsive,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0.3455919991438648,0.6738050380924095,0.21284555067959984,0.07568537780743562,0.5584375498234646,0.7494904158998452
37,incentive_dependent,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0.13892756314730095,0.3805137661807285,0.43970832223793027,0.18881113333564176,0.5786358853852313,0.5693248995163702
38,intermittent_unstable,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0.4087918599519321,0.47604801418625975,0.09976140880732985,0.06373853976091051,0.508553268759262,0.5397865539471702
39,highly_compliant,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8144564732744752,0.9806736001385221,0.014208896125603653,0.0,0.8286653694000788,0.9806736001385221
40,disengaged_nonresponsive,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.043625875131434975,0.14037606361632674,0.0002975445727378012,0.02924256641728944,0.043923419704172774,0.16961863003361619
41,highly_compliant,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7865443031604631,0.94607138540158,0.032091734485994616,0.010769670059458567,0.8186360376464576,0.9568410554610386
42,habit_forming_candidate,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.1513622482143168,0.7742609714648685,0.14380478705689145,0.04510195896043068,0.29516703527120824,0.8193629304252992
43,intermittent_unstable,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0.3533329046843076,0.48798034402355356,0.14040030275832163,0.05288830296021526,0.4937332074426293,0.5408686469837688
44,forgetful_responsive,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0.38659077799254626,0.8387037003237012,0.19942526545807798,0.05562875880991714,0.5860160434506243,0.8943324591336184
45,habit_forming_candidate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0.2148308975704073,0.7525582300573653,0.09819583833462954,0.040632845428086053,0.3130267359050368,0.7931910754854514
46,incentive_dependent,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0.232429431986304,0.40403790723179805,0.38911741330217214,0.16443159391867943,0.6215468452884761,0.5684695011504775
47,highly_compliant,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.7405864376789142,0.8841553062337596,0.0,0.0,0.7405864376789142,0.8841553062337596
48,habit_forming_candidate,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19682320665437514,0.8508377236963909,0.06570113665858197,0.04123497364536112,0.2625243433129571,0.892072697341752
49,highly_compliant,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0.6920358797977062,0.8649220740117888,0.005224777404487741,0.01368913271859627,0.697260657202194,0.8786112067303851
50,habit_forming_candidate,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.19443117749649036,0.8845264165031961,0.07531325595014203,0.041839202913093135,0.2697444334466324,0.9263656194162893
51,habit_forming_candidate,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09469564728470921,0.8649470768251224,0.0966986359993874,0.03976117595353071,0.1913942832840966,0.9047082527786531
52,habit_forming_candidate,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0.1823440782826653,0.8679459377888662,0.06184880915668927,0.026918018659324302,0.24419288743935458,0.8948639564481905
53,forgetful_responsive,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0.41449658516184235,0.7075376704227154,0.2608975062383884,0.13552635257849044,0.6753940914002308,0.8430640230012059
54,habit_forming_candidate,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10294434727230917,0.781638174771745,0.07717042994494412,0.043670273713538835,0.18011477721725327,0.8253084484852838
55,disengaged_nonresponsive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.24420744586033027,0.0313333020669818,0.02141785560567645,0.041333302066981804,0.2656253014660067
56,highly_compliant,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0.7519283749360992,0.8419936027144114,0.01173046506719375,0.020719537396065774,0.763658840003293,0.8627131401104772
57,highly_compliant,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0.7556259864144955,0.9051966770625185,0.030909341042994518,0.0,0.78653532745749,0.9051966770625185
58,incentive_dependent,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.2385679723055958,0.36499967294767194,0.3203897514354659,0.20734453110237977,0.5589577237410617,0.5723442040500517
59,forgetful_responsive,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0.33703979848117,0.7542208679701552,0.25122182236661245,0.0736884952447624,0.5882616208477824,0.8279093632149176
60,habit_forming_candidate,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.17850168922088974,0.8998852306933087,0.10671480960936111,0.017607473135764103,0.28521649883025085,0.9174927038290728
61,habit_forming_candidate,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.23399182238638874,0.8912317295959228,0.08108439252101736,0.011794288836141404,0.3150762149074061,0.9030260184320642
62,habit_forming_candidate,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0.18452647418724152,0.8143632157518036,0.11078261213108972,0.04061957886503596,0.29530908631833125,0.8549827946168396
63,habit_forming_candidate,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0.2533607022857135,0.7857638293942366,0.09180747064640463,0.05737091687079117,0.3451681729321181,0.8431347462650278
64,habit_forming_candidate,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0.18911587416176884,0.8381531235716339,0.06546716871113445,0.000914864587399773,0.2545830428729033,0.8390679881590336
65,forgetful_responsive,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.3836729649585017,0.8255352424088299,0.22952172632362255,0.12740299094349591,0.6131946912821242,0.9529382333523259
66,highly_compliant,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7479373123575711,0.9556514885790518,0.011793455861105197,0.0443485114209482,0.7597307682186764,0.99
67,forgetful_responsive,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0.3663071397710147,0.8752580423487661,0.2956659619506327,0.11410171088732349,0.6619731017216475,0.9893597532360896
68,habit_forming_candidate,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.19241656239893376,0.8056733254681226,0.11589279602619106,0.0,0.3083093584251248,0.8056733254681226
69,highly_compliant,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6679810274285177,0.99,0.036580131885597146,0.0,0.7045611593141149,0.99
70,disengaged_nonresponsive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06453733780780146,0.2420650356408629,0.02958603060018298,0.0,0.09412336840798444,0.2420650356408629
71,incentive_dependent,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0.24478684015729396,0.3107871409505058,0.3889314038027029,0.18846990572771896,0.6337182439599969,0.4992570466782248
72,forgetful_responsive,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.25886790157118633,0.6930907527949731,0.2567236041700901,0.13122030001163593,0.5155915057412764,0.8243110528066091
73,forgetful_responsive,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.3344312722535763,0.8360236356797709,0.18941680190108998,0.04797306686679265,0.5238480741546663,0.8839967025465636
74,incentive_dependent,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0.18798753252179917,0.29331870330611337,0.38493485154941137,0.19540871635541845,0.5729223840712105,0.4887274196615318
75,forgetful_responsive,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0.3373252635689585,0.687796668885965,0.24842945093446864,0.06922097574854734,0.5857547145034271,0.7570176446345124
76,highly_compliant,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7982404648732397,0.9694220187448775,0.0,0.0,0.7982404648732397,0.9694220187448775
77,intermittent_unstable,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0.43910317376020536,0.5466235668809997,0.14829067973216997,0.06829232339158568,0.5873938534923753,0.6149158902725853
78,forgetful_responsive,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0.29679550375838964,0.7888428567611344,0.2735508842207677,0.10841521804334636,0.5703463879791573,0.8972580748044807
79,highly_compliant,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.792339490399816,0.99,0.022038808275426185,0.010000000000000009,0.8143782986752421,0.99
80,habit_forming_candidate,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.21030422786095504,0.8065077381248712,0.08973111086082958,0.07247311881468058,0.3000353387217846,0.8789808569395517
81,intermittent_unstable,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0.3485342116287307,0.545724539903188,0.1678738770265141,0.11838579766427942,0.5164080886552448,0.6641103375674675
82,highly_compliant,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.685549091869984,0.99,0.013038306509621709,0.0,0.6985873983796057,0.99
83,forgetful_responsive,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0.3824832911487685,0.7803328179970801,0.289226232828561,0.07918927806549814,0.6717095239773295,0.8595220960625782
84,highly_compliant,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7669851789463861,0.99,0.021324172413042398,0.0,0.7883093513594285,0.99
85,disengaged_nonresponsive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025698052432287923,0.2146677544867232,0.003128933813515652,0.0,0.028826986245803574,0.2146677544867232
86,incentive_dependent,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0.20877571051340416,0.3656797365734421,0.4209875271761642,0.1584368239169467,0.6297632376895683,0.5241165604903888
87,incentive_dependent,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0.1992632166025638,0.3486681113089581,0.4003009568416046,0.21339060955371153,0.5995641734441683,0.5620587208626696
88,habit_forming_candidate,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0.20301738910015377,0.8486307534027604,0.0646966283126492,0.09761544230309477,0.267714017412803,0.9462461957058552
89,highly_compliant,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0.6597567251537167,0.9134323699132022,0.09704965620720224,0.035698732170216095,0.7568063813609189,0.9491311020834183
90,forgetful_responsive,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0.35058357965277,0.8126002633082313,0.18693274621706907,0.02436966364683698,0.537516325869839,0.8369699269550683
91,incentive_dependent,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.16757762913764826,0.32341479732031747,0.39822572845910875,0.21897601011156373,0.565803357596757,0.5423908074318812
92,habit_forming_candidate,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0.27531333916411127,0.8445035088679084,0.12212592604706284,0.0,0.3974392652111741,0.8445035088679084
93,habit_forming_candidate,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.2564252400617284,0.8558957705658399,0.1063714155981172,0.0,0.3627966556598456,0.8558957705658399
94,intermittent_unstable,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0.4523374043973236,0.5687984277870726,0.16825014001347063,0.027966097265246775,0.6205875444107942,0.5967645250523194
95,highly_compliant,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0.753063563644149,0.8639869590090831,0.04655587731252963,0.0,0.7996194409566786,0.8639869590090831
96,forgetful_responsive,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.36255241002908284,0.7707500257662742,0.2896266985421788,0.04513040409263905,0.6521791085712616,0.8158804298589132
97,habit_forming_candidate,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.13656492797254857,0.8760380012640697,0.10399566842664881,0.030698438846389304,0.24056059639919739,0.9067364401104591
98,habit_forming_candidate,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.17498935170467209,0.8835024429233933,0.10237693392973325,0.07275848690329693,0.27736628563440535,0.9562609298266902
99,disengaged_nonresponsive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.362046227800992,0.020802962041541653,0.02566738602679151,0.030802962041541655,0.3877136138277835
100,incentive_dependent,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.24060207107255419,0.422436741869925,0.3932413275832323,0.14544047923149395,0.6338433986557865,0.5678772211014189
101,intermittent_unstable,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0.43851304908681393,0.5250279997381545,0.13753267935197988,0.07560510341181183,0.5760457284387939,0.6006331031499663
102,highly_compliant,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.6829951769744166,0.9098657028596354,0.050870456079868044,0.08972098378261244,0.7338656330542846,0.99
103,incentive_dependent,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1995565251678702,0.28839913112006793,0.35545846830845085,0.17758161239808928,0.5550149934763211,0.4659807435181572
104,forgetful_responsive,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0.3907655205543591,0.7964759033757537,0.23066304070220284,0.1329229725129755,0.621428561256562,0.9293988758887292
105,forgetful_responsive,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0.2635723316036864,0.8289559467675109,0.2776640426109271,0.05245681428867894,0.5412363742146136,0.8814127610561899
106,forgetful_responsive,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0.34538424403235757,0.7467783781462578,0.26322072797238694,0.04865942797253907,0.6086049720047445,0.7954378061187969
107,incentive_dependent,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0.23013198067909774,0.4158272543032689,0.38424417208064626,0.17470613028688095,0.614376152759744,0.5905333845901498
108,highly_compliant,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7296603958212631,0.9398504417259955,0.0411916507160156,0.023135018145130287,0.7708520465372787,0.9629854598711258
109,incentive_dependent,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.13723026081309284,0.3027393716961636,0.37613248877980615,0.19687524439153628,0.513362749592899,0.49961461608769986
